V1,V2,V3
-68.1899441340782,51.8659217877095,489.572479248047
-68.122905027933,51.8659217877095,549.632507324219
-68.0558659217877,51.8659217877095,571.372497558594
-67.9888268156425,51.8659217877095,505.472503662109
-67.9217877094972,51.8659217877095,516.742492675781
-67.854748603352,51.8659217877095,514.342529296875
-67.7877094972067,51.8659217877095,507.302520751953
-67.7206703910614,51.8659217877095,524.092529296875
-67.6536312849162,51.8659217877095,513.132507324219
-67.586592178771,51.8659217877095,523.282531738281
-67.5195530726257,51.8659217877095,517.202514648438
-67.4525139664805,51.8659217877095,562.702758789062
-67.3854748603352,51.8659217877095,565.122741699219
-67.3184357541899,51.8659217877095,582.492736816406
-67.2513966480447,51.8659217877095,580.892761230469
-67.1843575418994,51.8659217877095,562.772766113281
-67.1173184357542,51.8659217877095,538.352722167969
-67.0502793296089,51.8659217877095,489.062744140625
-66.9832402234637,51.8659217877095,590.662719726562
-66.9162011173184,51.8659217877095,566.043762207031
-66.8491620111732,51.8659217877095,553.353759765625
-66.7821229050279,51.8659217877095,629.553771972656
-66.7150837988827,51.8659217877095,591.90380859375
-66.6480446927374,51.8659217877095,603.143798828125
-66.5810055865922,51.8659217877095,562.983764648438
-66.5139664804469,51.8659217877095,466.933776855469
-66.4469273743017,51.8659217877095,598.303771972656
-66.3798882681564,51.8659217877095,547.323547363281
-66.3128491620112,51.8659217877095,617.703552246094
-66.2458100558659,51.8659217877095,614.033569335938
-66.1787709497207,51.8659217877095,608.313537597656
-66.1117318435754,51.8659217877095,664.943542480469
-66.0446927374302,51.8659217877095,651.103576660156
-65.9776536312849,51.8659217877095,656.213562011719
-65.9106145251397,51.8659217877095,734.333557128906
-65.8435754189944,51.8659217877095,684.2958984375
-65.7765363128492,51.8659217877095,662.885864257812
-65.7094972067039,51.8659217877095,614.815856933594
-65.6424581005587,51.8659217877095,594.995849609375
-65.5754189944134,51.8659217877095,593.435852050781
-65.5083798882682,51.8659217877095,624.435852050781
-65.4413407821229,51.8659217877095,616.305847167969
-65.3743016759776,51.8659217877095,625.395874023438
-65.3072625698324,51.8659217877095,648.286987304688
-65.2402234636872,51.8659217877095,636.326965332031
-65.1731843575419,51.8659217877095,666.14697265625
-65.1061452513967,51.8659217877095,642.576965332031
-65.0391061452514,51.8659217877095,635.576965332031
-64.9720670391062,51.8659217877095,674.216979980469
-64.9050279329609,51.8659217877095,652.876953125
-64.8379888268156,51.8659217877095,620.546997070312
-64.7709497206704,51.8659217877095,636.707641601562
-64.7039106145251,51.8659217877095,612.287658691406
-64.6368715083799,51.8659217877095,609.937622070312
-64.5698324022346,51.8659217877095,588.607666015625
-64.5027932960894,51.8659217877095,614.84765625
-64.4357541899441,51.8659217877095,600.857666015625
-64.3687150837989,51.8659217877095,607.09765625
-64.3016759776536,51.8659217877095,636.797607421875
-64.2346368715084,51.8659217877095,574.761291503906
-64.1675977653631,51.8659217877095,592.311279296875
-64.1005586592179,51.8659217877095,567.761291503906
-64.0335195530726,51.8659217877095,577.521301269531
-63.9664804469274,51.8659217877095,579.921264648438
-63.8994413407821,51.8659217877095,552.951293945312
-63.8324022346369,51.8659217877095,575.611267089844
-63.7653631284916,51.8659217877095,533.941284179688
-63.6983240223464,51.8659217877095,511.714752197266
-63.6312849162011,51.8659217877095,539.11474609375
-63.5642458100559,51.8659217877095,580.544738769531
-63.4972067039106,51.8659217877095,562.464782714844
-63.4301675977654,51.8659217877095,599.294738769531
-63.3631284916201,51.8659217877095,605.0947265625
-63.2960893854749,51.8659217877095,571.104736328125
-63.2290502793296,51.8659217877095,568.36474609375
-63.1620111731844,51.8659217877095,560.708862304688
-63.0949720670391,51.8659217877095,549.06884765625
-63.0279329608939,51.8659217877095,541.708862304688
-62.9608938547486,51.8659217877095,539.438842773438
-62.8938547486034,51.8659217877095,539.908874511719
-62.8268156424581,51.8659217877095,557.888854980469
-62.7597765363128,51.8659217877095,602.968872070312
-62.6927374301676,51.8659217877095,593.468872070312
-62.6256983240223,51.8659217877095,562.099609375
-62.5586592178771,51.8659217877095,568.649597167969
-62.4916201117318,51.8659217877095,602.509582519531
-62.4245810055866,51.8659217877095,533.889587402344
-62.3575418994413,51.8659217877095,536.86962890625
-62.2905027932961,51.8659217877095,523.189636230469
-62.2234636871508,51.8659217877095,551.07958984375
-62.1564245810056,51.8659217877095,522.919616699219
-62.0893854748603,51.8659217877095,464.723754882812
-62.0223463687151,51.8659217877095,292.523742675781
-61.9553072625698,51.8659217877095,499.533752441406
-61.8882681564246,51.8659217877095,466.193756103516
-61.8212290502793,51.8659217877095,449.82373046875
-61.7541899441341,51.8659217877095,419.993743896484
-61.6871508379888,51.8659217877095,422.153747558594
-61.6201117318436,51.8659217877095,451.933746337891
-61.5530726256983,51.8659217877095,486.412231445312
-61.4860335195531,51.8659217877095,427.502227783203
-61.4189944134078,51.8659217877095,431.742248535156
-61.3519553072626,51.8659217877095,456.972229003906
-61.2849162011173,51.8659217877095,483.962249755859
-61.2178770949721,51.8659217877095,511.252227783203
-61.1508379888268,51.8659217877095,558.862243652344
-61.0837988826816,51.8659217877095,552.672241210938
-61.0167597765363,51.8659217877095,540.031921386719
-60.9497206703911,51.8659217877095,522.521911621094
-60.8826815642458,51.8659217877095,516.811950683594
-60.8156424581006,51.8659217877095,495.321929931641
-60.7486033519553,51.8659217877095,480.761932373047
-60.6815642458101,51.8659217877095,476.911926269531
-60.6145251396648,51.8659217877095,413.73193359375
-60.5474860335196,51.8659217877095,381.191925048828
-60.4804469273743,51.8659217877095,381.096405029297
-60.4134078212291,51.8659217877095,401.046417236328
-60.3463687150838,51.8659217877095,372.576416015625
-60.2793296089385,51.8659217877095,320.416412353516
-60.2122905027933,51.8659217877095,319.156402587891
-60.145251396648,51.8659217877095,332.216400146484
-60.0782122905028,51.8659217877095,312.736419677734
-60.0111731843575,51.8659217877095,363.516418457031
-59.9441340782123,51.8659217877095,366.483093261719
-59.877094972067,51.8659217877095,395.613098144531
-59.8100558659218,51.8659217877095,382.033111572266
-59.7430167597765,51.8659217877095,367.503112792969
-59.6759776536313,51.8659217877095,357.293090820312
-59.608938547486,51.8659217877095,369.093109130859
-59.5418994413408,51.8659217877095,368.033111572266
-59.4748603351955,51.8659217877095,369.123107910156
-59.4078212290503,51.8659217877095,410.165710449219
-59.340782122905,51.8659217877095,425.445709228516
-59.2737430167598,51.8659217877095,415.115692138672
-59.2067039106145,51.8659217877095,409.385711669922
-59.1396648044693,51.8659217877095,375.035705566406
-59.072625698324,51.8659217877095,295.315704345703
-59.0055865921788,51.8659217877095,251.775695800781
-58.9385474860335,51.8659217877095,295.195709228516
-58.8715083798883,51.8659217877095,323.687438964844
-58.804469273743,51.8659217877095,342.667419433594
-58.7374301675978,51.8659217877095,311.817443847656
-58.6703910614525,51.8659217877095,278.397430419922
-58.6033519553073,51.8659217877095,272.307434082031
-58.536312849162,51.8659217877095,312.497436523438
-58.4692737430168,51.8659217877095,310.637420654297
-58.4022346368715,51.8659217877095,218.94743347168
-58.3351955307263,51.8659217877095,297.304718017578
-58.268156424581,51.8659217877095,257.054718017578
-58.2011173184358,51.8659217877095,344.554718017578
-58.1340782122905,51.8659217877095,203.454727172852
-58.0670391061453,51.8659217877095,240.504730224609
-58,51.8659217877095,282.164733886719
-70,51.7988826815642,573.969604492188
-69.9329608938548,51.7988826815642,644.909606933594
-69.8659217877095,51.7988826815642,610.889587402344
-69.7988826815643,51.7988826815642,562.129577636719
-69.731843575419,51.7988826815642,581.969604492188
-69.6648044692737,51.7988826815642,617.399597167969
-69.5977653631285,51.7988826815642,673.594970703125
-69.5307262569832,51.7988826815642,666.585021972656
-69.463687150838,51.7988826815642,602.705017089844
-69.3966480446927,51.7988826815642,454.244995117188
-69.3296089385475,51.7988826815642,410.994995117188
-69.2625698324022,51.7988826815642,480.875
-69.195530726257,51.7988826815642,561.594970703125
-69.1284916201117,51.7988826815642,471.204986572266
-69.0614525139665,51.7988826815642,537.639953613281
-68.9944134078212,51.7988826815642,631.279968261719
-68.927374301676,51.7988826815642,575.749938964844
-68.8603351955307,51.7988826815642,493.549957275391
-68.7932960893855,51.7988826815642,550.669982910156
-68.7262569832402,51.7988826815642,538.649963378906
-68.659217877095,51.7988826815642,473.289978027344
-68.5921787709497,51.7988826815642,454.589965820312
-68.5251396648045,51.7988826815642,407.592498779297
-68.4581005586592,51.7988826815642,513.092468261719
-68.391061452514,51.7988826815642,560.682495117188
-68.3240223463687,51.7988826815642,594.112487792969
-68.2569832402235,51.7988826815642,509.8125
-68.1899441340782,51.7988826815642,396.122497558594
-68.122905027933,51.7988826815642,447.422485351562
-68.0558659217877,51.7988826815642,447.882507324219
-67.9888268156425,51.7988826815642,549.422485351562
-67.9217877094972,51.7988826815642,671.192504882812
-67.854748603352,51.7988826815642,722.712524414062
-67.7877094972067,51.7988826815642,737.012512207031
-67.7206703910614,51.7988826815642,688.762512207031
-67.6536312849162,51.7988826815642,646.08251953125
-67.586592178771,51.7988826815642,521.512512207031
-67.5195530726257,51.7988826815642,604.8525390625
-67.4525139664805,51.7988826815642,724.892761230469
-67.3854748603352,51.7988826815642,729.802734375
-67.3184357541899,51.7988826815642,772.652770996094
-67.2513966480447,51.7988826815642,764.892761230469
-67.1843575418994,51.7988826815642,831.522766113281
-67.1173184357542,51.7988826815642,813.492736816406
-67.0502793296089,51.7988826815642,684.442749023438
-66.9832402234637,51.7988826815642,572.802734375
-66.9162011173184,51.7988826815642,569.663757324219
-66.8491620111732,51.7988826815642,553.413757324219
-66.7821229050279,51.7988826815642,615.103759765625
-66.7150837988827,51.7988826815642,608.59375
-66.6480446927374,51.7988826815642,621.283752441406
-66.5810055865922,51.7988826815642,596.293762207031
-66.5139664804469,51.7988826815642,571.11376953125
-66.4469273743017,51.7988826815642,571.143798828125
-66.3798882681564,51.7988826815642,569.41357421875
-66.3128491620112,51.7988826815642,588.453552246094
-66.2458100558659,51.7988826815642,612.213562011719
-66.1787709497207,51.7988826815642,585.723571777344
-66.1117318435754,51.7988826815642,604.113586425781
-66.0446927374302,51.7988826815642,617.803588867188
-65.9776536312849,51.7988826815642,635.383544921875
-65.9106145251397,51.7988826815642,657.253540039062
-65.8435754189944,51.7988826815642,675.705871582031
-65.7765363128492,51.7988826815642,693.52587890625
-65.7094972067039,51.7988826815642,640.585876464844
-65.6424581005587,51.7988826815642,627.965881347656
-65.5754189944134,51.7988826815642,611.865844726562
-65.5083798882682,51.7988826815642,585.875854492188
-65.4413407821229,51.7988826815642,609.285888671875
-65.3743016759776,51.7988826815642,592.745849609375
-65.3072625698324,51.7988826815642,645.057006835938
-65.2402234636872,51.7988826815642,671.6669921875
-65.1731843575419,51.7988826815642,662.436950683594
-65.1061452513967,51.7988826815642,678.856994628906
-65.0391061452514,51.7988826815642,778.836975097656
-64.9720670391062,51.7988826815642,812.086975097656
-64.9050279329609,51.7988826815642,800.686950683594
-64.8379888268156,51.7988826815642,760.316955566406
-64.7709497206704,51.7988826815642,757.477661132812
-64.7039106145251,51.7988826815642,720.5576171875
-64.6368715083799,51.7988826815642,715.647644042969
-64.5698324022346,51.7988826815642,600.317626953125
-64.5027932960894,51.7988826815642,604.937622070312
-64.4357541899441,51.7988826815642,704.84765625
-64.3687150837989,51.7988826815642,690.627624511719
-64.3016759776536,51.7988826815642,741.82763671875
-64.2346368715084,51.7988826815642,689.631286621094
-64.1675977653631,51.7988826815642,615.05126953125
-64.1005586592179,51.7988826815642,601.3212890625
-64.0335195530726,51.7988826815642,657.621276855469
-63.9664804469274,51.7988826815642,607.701293945312
-63.8994413407821,51.7988826815642,554.641296386719
