"year"	"doy"	"5"	"6"	"7"	"8"	"n"	"prop_stage6"	"mgsi"
2010	287	0	0	0	3	3	0	NA
2011	158	97	31	0	0	128	0.2421875	9.49204291085119
2011	159	65	16	1	0	82	0.195121951219512	8.89784408850072
2011	160	51	1	0	0	52	0.0192307692307692	7.9539052496799
2011	164	26	8	0	0	34	0.235294117647059	7.09380049927162
2011	166	8	20	0	0	28	0.714285714285714	9.63162338058392
2011	167	5	29	0	0	34	0.852941176470588	8.90128248774669
2011	168	0	35	0	0	35	1	8.32204759577256
2011	171	0	31	0	0	31	1	5.91142723871875
2011	180	0	5	26	0	31	0.161290322580645	5.96159690351894
2011	195	0	1	19	5	25	0.04	2.1750455847877
2011	200	0	0	6	14	20	0	NA
2011	209	0	0	0	23	23	0	NA
2011	213	0	0	0	13	13	0	NA
2011	220	0	0	0	17	17	0	NA
2011	227	0	0	0	24	24	0	NA
2011	234	0	0	0	4	4	0	NA
2011	244	0	0	0	18	18	0	NA
2011	257	0	0	0	21	21	0	NA
2011	258	0	0	0	26	26	0	NA
2011	263	0	0	0	18	18	0	NA
2011	272	0	0	0	29	29	0	NA
2011	280	0	0	1	20	21	0	NA
2012	150	29	1	0	0	30	0.0333333333333333	11.0663568293313
2012	153	29	0	0	0	29	0	NA
2012	160	30	13	1	0	44	0.295454545454545	8.40784966317193
2012	163	18	1	0	0	19	0.0526315789473684	5.90216889709275
2012	164	32	13	1	0	46	0.282608695652174	5.50054628228445
2012	170	7	23	16	2	48	0.479166666666667	5.96011317240842
2012	178	2	8	10	7	27	0.296296296296296	2.65402885233566
2012	199	0	0	7	16	23	0	NA
2012	208	0	0	2	24	26	0	NA
2012	209	0	0	23	31	54	0	NA
2012	215	0	0	11	14	25	0	NA
2012	221	0	0	8	38	46	0	NA
2012	229	0	0	2	21	23	0	NA
2012	230	0	0	10	35	45	0	NA
2012	233	0	0	5	22	27	0	NA
2012	248	0	0	0	28	28	0	NA
2012	257	0	0	0	65	65	0	NA
2012	276	0	0	0	26	26	0	NA
2012	277	0	0	0	34	34	0	NA
2012	284	0	0	4	31	35	0	NA
2013	151	0	27	0	0	27	1	12.6791322167825
2013	157	17	16	0	0	33	0.484848484848485	12.9291002249483
2013	161	1	33	0	0	34	0.970588235294118	10.0154525289998
2013	162	2	29	0	0	31	0.935483870967742	10.3629788080032
2013	164	0	34	0	0	34	1	9.83746982808659
2013	165	3	31	0	0	34	0.911764705882353	8.93016396229452
2013	170	0	35	1	0	36	0.972222222222222	7.02321102546505
2013	171	3	30	0	0	33	0.909090909090909	7.75485750908169
2013	177	1	24	0	0	25	0.96	2.99360099749024
2013	186	0	15	12	1	28	0.535714285714286	1.42113250514243
2013	190	0	5	19	0	24	0.208333333333333	1.6134610862819
2013	193	0	18	17	0	35	0.514285714285714	1.6641233947651
2013	203	0	9	12	0	21	0.428571428571429	1.83103096411891
2013	207	0	0	30	0	30	0	NA
2013	213	0	0	23	0	23	0	NA
2013	214	0	0	3	21	24	0	NA
2013	219	0	0	14	12	26	0	NA
2013	220	0	0	19	8	27	0	NA
2013	224	0	0	21	0	21	0	NA
2013	232	0	1	9	3	13	0.0769230769230769	0.675453047775947
2013	233	0	0	27	8	35	0	NA
2013	240	0	0	15	1	16	0	NA
2013	252	0	0	2	3	5	0	NA
2013	254	0	0	13	11	24	0	NA
2013	256	0	0	23	3	26	0	NA
2013	268	0	0	14	39	53	0	NA
2014	148	19	11	0	0	30	0.366666666666667	12.7542368851012
2014	153	16	41	0	0	57	0.719298245614035	12.8551521880944
2014	154	11	20	0	0	31	0.645161290322581	13.2266117072585
2014	155	25	46	0	0	71	0.647887323943662	14.6171481203264
2014	160	4	27	0	0	31	0.870967741935484	11.1467242651695
2014	162	1	32	0	0	33	0.96969696969697	9.57184588051236
2014	163	1	31	0	1	33	0.939393939393939	10.9007719911233
2014	164	0	36	0	0	36	1	7.9017767654835
2014	171	0	34	0	0	34	1	6.87307836457732
2014	191	0	2	24	0	26	0.0769230769230769	1.32151489148108
2014	199	0	2	29	0	31	0.0645161290322581	1.85676294368671
2014	203	0	5	23	0	28	0.178571428571429	1.50286136248691
2014	211	0	3	29	0	32	0.09375	1.23760021301168
2014	217	0	0	24	0	24	0	NA
2014	224	0	0	14	12	26	0	NA
2014	225	0	0	41	11	52	0	NA
2014	230	0	0	6	20	26	0	NA
2014	236	0	0	18	12	30	0	NA
2014	237	0	0	22	3	25	0	NA
2014	239	0	0	42	0	42	0	NA
2014	247	0	0	0	50	50	0	NA
2014	253	0	0	2	10	12	0	NA
2014	254	0	0	12	12	24	0	NA
2014	259	0	0	7	22	29	0	NA
2014	267	0	0	2	19	21	0	NA
2014	275	0	0	23	4	27	0	NA
2014	279	0	0	24	37	61	0	NA
2014	288	0	0	18	23	41	0	NA
2014	294	0	1	40	1	42	0.0238095238095238	0.894357743097239
2014	303	0	0	4	29	33	0	NA
2015	156	17	14	0	0	31	0.451612903225806	12.0229123870087
2015	159	57	77	0	0	134	0.574626865671642	12.6012846921182
2015	160	17	42	0	0	59	0.711864406779661	12.9896198364311
2015	161	1	30	0	0	31	0.967741935483871	12.4721153335002
2015	162	5	23	0	0	28	0.821428571428571	12.9330952371047
2015	163	9	46	1	0	56	0.821428571428571	12.419107337832
2015	166	8	90	0	0	98	0.918367346938776	10.9459986314287
2015	167	0	54	1	0	55	0.981818181818182	10.2556033433646
2015	173	0	32	0	0	32	1	8.32302869332034
2015	176	0	18	0	0	18	1	6.31358801312973
2015	177	0	22	6	0	28	0.785714285714286	4.4085316425792
2015	197	0	4	23	0	27	0.148148148148148	3.2668451292924
2015	202	0	3	22	0	25	0.12	4.72579083159666
2015	210	0	3	102	13	118	0.0254237288135593	3.43037059441077
2015	217	0	0	23	0	23	0	NA
2015	225	0	0	24	3	27	0	NA
2015	237	0	0	10	12	22	0	NA
2015	238	0	0	20	4	24	0	NA
2015	247	0	0	2	14	16	0	NA
2015	253	0	0	21	0	21	0	NA
2015	259	0	0	0	20	20	0	NA
2015	260	0	0	6	18	24	0	NA
2015	266	0	0	20	11	31	0	NA
2015	277	0	0	1	21	22	0	NA
2015	295	0	0	0	14	14	0	NA
2016	152	61	25	1	0	87	0.28735632183908	11.1074019880385
2016	154	29	1	0	0	30	0.0333333333333333	6.47381409377571
2016	155	47	8	0	0	55	0.145454545454545	10.3006668719626
2016	158	60	36	0	0	96	0.375	10.0542162190556
2016	159	11	17	0	0	28	0.607142857142857	14.7737403042723
2016	160	9	18	0	0	27	0.666666666666667	8.79216930361314
2016	161	21	33	2	0	56	0.589285714285714	8.31336106495436
2016	162	6	20	0	0	26	0.769230769230769	8.56661692922616
2016	167	12	17	0	0	29	0.586206896551724	8.61904440272289
2016	168	10	21	0	0	31	0.67741935483871	6.75937397473292
2016	169	25	38	0	0	63	0.603174603174603	8.09873485987542
2016	172	6	21	0	0	27	0.777777777777778	5.94560772587905
2016	175	1	29	0	0	30	0.966666666666667	6.15457200401802
2016	179	3	36	1	0	40	0.9	3.9542157196378
2016	182	0	13	18	0	31	0.419354838709677	3.43063563935556
2016	198	0	1	26	0	27	0.037037037037037	1.88122605363985
2016	203	0	1	45	3	49	0.0204081632653061	1.77576767436325
2016	204	0	0	9	5	14	0	NA
2016	208	0	2	23	8	33	0.0606060606060606	1.99376830435566
2016	210	0	1	11	11	23	0.0434782608695652	5.06960861570791
2016	215	0	0	23	5	28	0	NA
2016	216	0	0	0	22	22	0	NA
2016	217	0	0	0	22	22	0	NA
2016	230	0	0	5	19	24	0	NA
2016	235	0	0	16	16	32	0	NA
2016	245	0	0	9	55	64	0	NA
2016	253	0	0	0	25	25	0	NA
2016	256	0	0	0	22	22	0	NA
2016	259	0	0	1	47	48	0	NA
2016	263	0	0	1	36	37	0	NA
2016	272	0	0	0	34	34	0	NA
2016	279	0	0	9	62	71	0	NA
2016	286	0	0	0	28	28	0	NA
2017	151	9	17	0	0	26	0.653846153846154	13.8041806518747
2017	156	15	17	0	0	32	0.53125	12.0089505984516
2017	159	16	11	0	0	27	0.407407407407407	10.8929545736668
2017	160	15	6	0	0	21	0.285714285714286	13.5487224090835
2017	164	74	63	0	0	137	0.45985401459854	11.3860602551519
2017	165	3	21	0	0	24	0.875	11.1425152845208
2017	166	7	33	1	0	41	0.804878048780488	12.5330661723879
2017	170	18	7	0	0	25	0.28	9.47659534758012
2017	172	13	17	0	0	30	0.566666666666667	6.91952842946303
2017	173	9	77	0	0	86	0.895348837209302	7.29729753200351
2017	177	1	32	0	0	33	0.96969696969697	4.72282135678448
2017	193	0	3	32	0	35	0.0857142857142857	3.29410297067422
2017	198	0	0	6	0	6	0	NA
2017	206	0	0	31	14	45	0	NA
2017	207	0	0	31	16	47	0	NA
2017	209	0	0	1	8	9	0	NA
2017	212	0	0	28	30	58	0	NA
2017	214	0	0	22	18	40	0	NA
2017	215	0	0	7	12	19	0	NA
2017	216	0	0	13	2	15	0	NA
2017	220	0	0	10	17	27	0	NA
2017	222	0	0	12	7	19	0	NA
2017	223	0	0	8	4	12	0	NA
2017	226	0	0	12	7	19	0	NA
2017	227	0	0	12	1	13	0	NA
2017	228	0	0	10	4	14	0	NA
2017	233	0	0	8	0	8	0	NA
2017	234	0	0	2	11	13	0	NA
2017	235	0	0	24	14	38	0	NA
2017	237	0	0	2	6	8	0	NA
2017	241	0	0	0	14	14	0	NA
2017	249	0	0	1	4	5	0	NA
2017	255	0	0	0	14	14	0	NA
2017	258	0	0	6	12	18	0	NA
2017	261	0	0	15	6	21	0	NA
2017	263	0	0	12	9	21	0	NA
2017	271	0	0	8	14	22	0	NA
2017	276	0	0	0	2	2	0	NA
2017	290	0	0	4	16	20	0	NA
2017	298	0	0	12	10	22	0	NA
2017	312	0	0	6	19	25	0	NA
2018	158	98	49	0	0	147	0.333333333333333	11.0914697533053
2018	161	12	3	0	0	15	0.2	7.60658804931935
2018	163	38	53	0	0	91	0.582417582417582	11.2839677344985
2018	164	24	1	0	0	25	0.04	9.50161637931035
2018	166	15	3	0	0	18	0.166666666666667	10.4542994188537
2018	169	4	29	0	0	33	0.878787878787879	9.087850629773
2018	171	1	33	1	0	35	0.942857142857143	8.32312283447064
2018	185	0	8	18	0	26	0.307692307692308	2.55141162416458
2018	193	0	0	14	0	14	0	NA
2018	201	0	1	0	0	1	1	2.49227600411946
2018	206	0	0	27	2	29	0	NA
2018	207	0	0	10	12	22	0	NA
2018	212	0	0	19	21	40	0	NA
2018	213	0	0	23	5	28	0	NA
2018	215	0	0	9	5	14	0	NA
2018	218	0	1	5	17	23	0.0434782608695652	1.22693007538342
2018	220	0	0	9	18	27	0	NA
2018	225	0	0	21	6	27	0	NA
2018	227	0	0	11	9	20	0	NA
2018	229	0	0	7	15	22	0	NA
2018	234	0	0	16	15	31	0	NA
2018	239	0	0	7	22	29	0	NA
2018	242	0	0	6	17	23	0	NA
2018	255	0	0	17	19	36	0	NA
2018	278	0	0	0	20	20	0	NA
2018	282	0	0	0	50	50	0	NA
2019	157	19	17	0	0	36	0.472222222222222	11.6436038657249
2019	163	23	13	0	0	36	0.361111111111111	10.3127281225725
2019	164	8	27	0	0	35	0.771428571428571	14.1350798827283
2019	165	6	26	0	0	32	0.8125	10.1195477006276
2019	168	10	26	0	0	36	0.722222222222222	8.56785400855607
2019	169	34	90	2	0	126	0.714285714285714	12.2367639441307
2019	171	7	69	1	0	77	0.896103896103896	8.42519004215816
2019	172	2	4	0	0	6	0.666666666666667	6.02314655755635
2019	193	0	2	32	4	38	0.0526315789473684	2.78806069965359
2019	198	0	2	26	18	46	0.0434782608695652	3.44877194862408
2019	200	0	0	15	5	20	0	NA
2019	202	0	2	0	0	2	1	2.49860530692168
2019	204	0	3	35	25	63	0.0476190476190476	2.81332461403581
2019	206	0	1	0	0	1	1	6.68073136427567
2019	207	0	0	28	17	45	0	NA
2019	211	0	2	15	9	26	0.0769230769230769	2.30352911487555
2019	212	0	2	0	0	2	1	1.89987176979418
2019	214	0	2	27	4	33	0.0606060606060606	3.41013346241465
2019	220	0	0	19	19	38	0	NA
2019	225	0	0	6	18	24	0	NA
2019	227	0	0	11	37	48	0	NA
2019	231	0	0	0	15	15	0	NA
2019	234	1	0	5	12	18	0	NA
2019	235	0	0	8	38	46	0	NA
2019	238	0	0	13	22	35	0	NA
2019	247	0	0	5	24	29	0	NA
2020	157	16	10	0	0	26	0.384615384615385	13.3775194232843
2020	158	23	8	0	0	31	0.258064516129032	9.93915577703367
2020	163	34	33	0	1	68	0.485294117647059	15.9332127660677
2020	169	28	56	0	0	84	0.666666666666667	12.0487309387943
2020	175	0	30	6	0	36	0.833333333333333	4.49123189658571
2020	176	1	26	2	0	29	0.896551724137931	4.01913440445557
2020	198	0	1	6	15	22	0.0454545454545455	4.36647727272727
2020	199	0	1	19	2	22	0.0454545454545455	2.16464535097391
2020	202	0	0	2	17	19	0	NA
2020	205	0	0	0	32	32	0	NA
2020	206	0	1	27	8	36	0.0277777777777778	4.74886672710789
2020	210	0	0	12	12	24	0	NA
2020	212	0	0	17	35	52	0	NA
2020	213	0	0	3	42	45	0	NA
2020	216	0	0	4	23	27	0	NA
2020	218	0	0	13	18	31	0	NA
2020	219	0	0	12	23	35	0	NA
2020	225	0	0	4	23	27	0	NA
2020	226	0	0	17	9	26	0	NA
2020	229	0	0	8	10	18	0	NA
2020	231	0	0	5	22	27	0	NA
2020	245	0	0	1	48	49	0	NA
2020	246	0	0	1	29	30	0	NA
2020	258	0	0	0	29	29	0	NA
2020	271	0	0	0	1	1	0	NA
2020	272	0	0	5	32	37	0	NA
2020	277	0	0	0	18	18	0	NA
2021	151	31	23	0	0	54	0.425925925925926	8.54473132282135
2021	153	33	22	0	0	55	0.4	12.170950858399
2021	154	40	1	0	0	41	0.024390243902439	9.01988071570577
2021	160	62	51	1	0	114	0.447368421052632	10.213519044384
2021	162	27	21	0	0	48	0.4375	8.28781616254559
2021	165	10	26	0	0	36	0.722222222222222	7.43910166423341
2021	167	23	60	1	0	84	0.714285714285714	4.44934958869302
2021	174	17	25	6	1	49	0.510204081632653	3.37806500982403
2021	181	0	11	13	2	26	0.423076923076923	3.02886222555872
2021	194	0	1	22	2	25	0.04	3.82665094339623
2021	195	0	1	30	0	31	0.032258064516129	2.38822246455834
2021	201	0	3	38	13	54	0.0555555555555556	2.07882304340818
2021	202	0	0	17	26	43	0	NA
2021	203	0	1	39	22	62	0.0161290322580645	0.723729993041058
2021	216	0	0	13	13	26	0	NA
2021	222	0	0	12	43	55	0	NA
2021	223	0	0	8	28	36	0	NA
2021	224	1	0	12	17	30	0	NA
2021	228	0	0	4	26	30	0	NA
2021	231	0	0	18	16	34	0	NA
2021	235	0	0	8	27	35	0	NA
2021	237	0	0	8	43	51	0	NA
2021	245	0	0	11	18	29	0	NA
2021	249	0	0	0	5	5	0	NA
2021	251	0	0	2	21	23	0	NA
2021	255	1	0	0	8	9	0	NA
2021	258	0	0	7	30	37	0	NA
2021	260	0	0	3	33	36	0	NA
2021	267	0	0	10	21	31	0	NA
2021	268	0	0	0	5	5	0	NA
2021	269	0	0	0	16	16	0	NA
2021	270	0	0	3	25	28	0	NA
2021	285	0	0	2	27	29	0	NA
2021	287	0	0	10	31	41	0	NA
2021	292	0	0	0	29	29	0	NA
2022	179	0	23	5	0	28	0.821428571428571	1.89989362241898
2022	185	0	17	20	0	37	0.459459459459459	2.24644021307071
2022	187	0	1	14	12	27	0.037037037037037	0.588895120583287
2022	192	0	17	15	3	35	0.485714285714286	1.78630302552987
2022	195	0	1	0	0	1	1	3.58224363386098
2022	199	0	14	13	0	27	0.518518518518518	1.07984531585874
2022	200	1	0	14	13	28	0	NA
2022	207	0	0	19	9	28	0	NA
2022	214	0	0	13	11	24	0	NA
2022	221	0	0	5	43	48	0	NA
2022	230	0	0	25	4	29	0	NA
2022	234	0	0	15	9	24	0	NA
2022	238	0	0	17	8	25	0	NA
2022	245	0	0	0	28	28	0	NA
2022	252	0	0	9	8	17	0	NA
2022	257	0	0	9	29	38	0	NA
2022	262	0	0	7	16	23	0	NA
2022	266	0	0	0	32	32	0	NA
2022	272	0	0	0	8	8	0	NA
2022	273	0	0	0	12	12	0	NA
